## 漏洞跟踪记录
log/截图	优先级	反馈时间	当前状态	提报人	父记录	类型	跟进人	问题描述	备注说明	问题复核
image.png	P1	1772899200000	新增	dylon	身高筛选：筛选选择框的交互&展示逻辑不对，需对照prd优化 神仙亲家--用户资料/打招呼/任务体系	BUG	ham	选项框的上下选项有遮挡，看着体验不好		
image.png, image.png, image.png, image.png	P1	1772899200000	新增	dylon	精准查找	BUG	ham	地区选择：目前仅支持 1 个城市（见图 2），正确应支持添加第 2 个城市且单选，详见prd 图 1，视觉稿详见图 2、图 3		
image.png	P0	1772899200000	待发版验证	dylon	精准查找	BUG	ham	车产要求：正确应只有“不限、已购车/近期购车”2项可选，且 2 项择偶项“已购车、近期购车”匹配 1 项资料项“已购车/近期购车”，“不限”项则匹配“已购车、近期购车、无车” 3项，可参考图 1 		
image.png	P2	1772899200000	新增	dylon		新需求	杨璐琳, ham	搜索日期：为确保非会员首次和会员用户能清楚知道自己最近1 次的搜索结果日期，此页顶部增加搜索日期展示，精确到年月日，这里辛苦出下图@杨璐琳	这个UI设计稿已上传蓝湖了@Leo@ham	
image.png	P0	1772899200000	待发版验证	dylon	精准查找	BUG	ham	默认选项：目前所有选项默认选中不限，正确应该除年份和身高要求项默认选中“不限”项外，其他项一律默认不选中（目前选中后的交互无误）		
image.png	P0	1772899200000	待发版验证	dylon	精准查找	BUG	ham	搜索结果：非至尊会员用户，正确应有且只有 1 次搜索机会，且搜索完成后立即隐藏“条件设置”入口，目前“条件设置”入口未隐藏，且能重复搜索		
image.png	P0	1772899200000	新增	dylon	开通会员页	BUG	ham	黄金会员：选中黄金会员tab时，正确应有第 4 个子tab至尊会员		
image.png	P2	1772899200000	新增	dylon	开通会员页	BUG	ham	黄金会员：开通或升级会员支付成功后，其提醒弹框“恭喜你，成功开通xx会员”错乱，需优化		
image.png, 1f6282883d3ada70427a2215748d2d52.jpg	P0	1772899200000	待发版验证	dylon	精准查找	BUG	ham	搜索结果：目前黄金会员升级为至尊会员后，其搜索结果页底部的“开通至尊会员”悬浮按钮未及时更新（如图 1），正确应该按钮变为高亮按钮 “点击搜索嘉宾（今日剩1次机会）”，如图 1 的UI稿		
image.png, image.png	P1	1772899200000	新增	dylon		新需求	杨璐琳, ham	搜索查找：至尊会员筛选嘉宾时，增加筛选项的二次提醒弹框，详见截图prd，设计老师补充UI	这个UI设计稿已上传蓝湖了@Leo@ham	
ad14e952b13f75c3497e685a44e68d15.jpg	P2	1772899200000	待发版验证	dylon	精准查找	BUG	ham	搜索结果：至尊会员用户，看到的搜索嘉宾列表卡片，和首页卡片一样增加“相亲介绍”内容，以丰富会员权益价值		
image.png, image.png, image.png	P2	1772899200000	新增	dylon	精准查找	BUG	ham, 杨璐琳	搜索结果：非至尊会员用户的搜索结果页，滑动至第 9-10 个会员时逐渐模糊，详见prd图 2，可参考Ui稿 图 1修改（搜索结果页的蒙层UI稿缺失，需补充下@杨璐琳）		
image.png	P2	1772899200000	待发版验证	dylon	精准查找	BUG	ham	搜索结果：点击底部“开通至尊会员”按钮跳转至会员开通页后，目前选中了“黄金tab”，正确应选中“至尊tab”		
image.png	P0	1772899200000	待发版验证	dylon	精准查找	BUG	ham	搜索结果：非至尊会员用户，点击嘉宾卡片以及按钮，正确应统一阻断并跳转至至尊会员开通页，目前点击嘉宾卡片会跳转至资料页，点击“卡片按钮”会弹出会员开通阻断弹框		
image.png	P2	1772899200000	新增	dylon	历史推荐	BUG	ham	推荐日期：“左上角实时显示对应嘉宾推荐时的所在日期，精确到月、日”，该需求未实现（交互可以看下完美亲家）		
80081792d5ca71855f401f7568326c5c.jpg, image.png	P2	1772899200000	新增	dylon	历史推荐	BUG	ham	筛选结果：筛选日期推荐嘉宾数为 0的缺省视觉有误（图 1），正确应为图 2-2（左侧为神仙亲家，右侧为完美亲家，在优化时还是期望保留顶部的日期和日期筛选按钮）		
image.png, image.png	P0	1772899200000	新增	dylon	历史推荐	BUG	ham	会员阻断：和点击“日期筛选”弹出会员开通阻断弹框一样（选中至尊tab），正确应点击嘉宾卡片以及卡片按钮也与其保持一致（图 2），目前 点击卡片会弹出莫名弹框（图 1），点击卡片按钮无反应		
image.png, 9033aefa54d19824e91ce635dd6caa16.jpg	P1	1772899200000	新增	dylon	嘉宾资料详情页	BUG	ham	交换照片：会员身份，点击“交换照片”按钮，目前弹出弹框样式不对（图 2），正确应 如UI稿图 1，但图 1 的提示内容和按钮文案需分别改为“您是会员，可免费解锁”，和“立即解锁”		
	P1	1772899200000	新增	dylon	交换照片：会员身份，点击“交换照片”按钮，目前弹出弹框样式不对（图 2），正确应 如UI稿图 1，但图 1 的提示内容和按钮文案需分别改为“您是会员，可免费解锁”，和“立即解锁”	BUG	ham	延展父问题场景
1）当非会员身份但解锁次数≥ 1，  则点击“交换照片”按钮，按图 1 的提示内容和按钮文案需分别改为“交换照片需先解锁对方联系方式 / 您是会员，可免费解锁”，和“立即解锁”
2）当非会员身份且解锁次数=0， 则点击“交换照片”按钮，按图 1 的提示内容和按钮文案需分别改为“交换照片需先解锁对方联系方式 / 您的联系次数不足，开通会员可无限解锁”，和“开通会员”		
image.png	P1	1772899200000	新增	dylon	设置页	BUG	ham	屏蔽的人：列表右侧错误显示为了家长头像，正确应为孩子照片（如未解锁还应模糊处理）		
image.png	P1	1772899200000	新增	dylon	设置页	BUG	ham	屏蔽的人：此列表嘉宾卡片错误显示了更多“···”图标，正确应没有		
IMG_5794.JPEG	P2	1772812800000	验收通过	杨璐琳		UI页面还原度	ham	消息页面，对照蓝湖设计稿样式标注		
IMG_5792.JPEG	P2	1772812800000	验收通过	杨璐琳		UI页面还原度	ham	会员中心页面，对照蓝湖设计稿标注		
IMG_5807.JPEG	P2	1772812800000	验收通过	杨璐琳		UI页面还原度	ham	聊天室页面		
IMG_5805.JPEG	P2	1772812800000	验收通过	ham		UI页面还原度	ham	编辑资料页		
		1772812800000				BUG		历史推荐		
IMG_5806.JPEG	P2	1772812800000	验收通过	ham		UI页面还原度	ham	首页问题1		
IMG_5801.JPEG	P2	1772812800000	验收通过	ham		UI页面还原度	ham	收藏我页面		
IMG_5800.JPEG	P2	1772812800000	验收通过	ham		UI页面还原度	ham	我收藏的页面		
IMG_5799.JPEG	P2	1772812800000	验收通过	ham		UI页面还原度	ham	黄金会员页面		
IMG_5798.JPEG	P2	1772812800000	验收通过	ham		UI页面还原度	ham	至尊会员页面		
	P2	1772812800000	新增	dylon	会员阻断：
1、标题文案“开通会员解锁联系方式”错误，需根据黄金会员、至尊会员tab的切换而变化，对应标题为“开通黄金会员即可查看 / 开通至尊会员即可查看”  ；
2、弹幕交互不对，详见截图需求文档；
3、权益轮播图未更新，需对照视觉稿进行修改	BUG	杨璐琳	会员阻断弹框：还原度已提高了 70%，但还不够，此处设计老师重点看下		
image.png	P0	1772812800000	新增	dylon	会员阻断：点击底部“购买说明”，未出现弹框提示，需对照视觉稿、prd补充	BUG	ham	购买说明：说明内容缺失，且排版混乱无内容排版，可参考文档进行修改 神仙亲家购买说明		
image.png	P0	1772812800000	新增	dylon	会员阻断：
1、标题文案“开通会员解锁联系方式”错误，需根据黄金会员、至尊会员tab的切换而变化，对应标题为“开通黄金会员即可查看 / 开通至尊会员即可查看”  ；
2、弹幕交互不对，详见截图需求文档；
3、权益轮播图未更新，需对照视觉稿进行修改	BUG	ham, 刘瀚卿	购买价格：为测试价格档位是否生效，可将4 档价格分为定为：0.01、0.02、0.03、0.04，以方便测试		
image.png	P1	1772812800000	新增	dylon	会员阻断：对照截图视觉稿，目前缺少“xx会员尊享xx打特权”标题，以及 “查看更多权益”入口，对应需求参考prd	BUG	ham	“xx会员尊享xx大特权”标题，需根据选中的价格档位，文案相应变化，前者“xx”文案分别为“季度、年度、不限时、至尊”，后者“xx”数值分别为“6、6、6、12”		
image.png	P1	1772812800000	新增	dylon	会员阻断：无论会员阻断弹框，还是会员开通页面，涉及至尊会员特权功能的一律默认选中“至尊会员”tab，未涉及（黄金会员也支持的）的一律默认选中“黄金会员”tab	BUG	ham	精准搜索：点击嘉宾卡片按钮，或点击底部常驻按钮，可统一跳转至会员开通页，但目前都未正确选中“至尊会员”tab		
image.png	P1	1772812800000	新增	dylon	搜索结果页：通过精准搜索搜索的嘉宾，在未查看过嘉宾详情页情况下，卡片右上角显示“未查看”标签，若查看过返回到结果页，则“未查看”标签消失	新需求	刘瀚卿, ham, 杨璐琳	看过嘉宾详情返回列表后，标签未消失，正确应消失		
image.png	P0	1772812800000	新增	dylon	浏览/收藏/解锁记录	BUG	ham, 刘瀚卿	我看过的：点击顶部“开通至尊会员”按钮，以及绿框蒙层模糊区域，统一跳转至会员开通页（选中至尊tab）；目前问题是前者错误出弹框，后者点击无反应		
image.png, image.png	P0	1772812800000	新增	dylon	浏览/收藏/解锁记录	BUG	ham	收藏我：点击底部按钮正确应跳转至会员开通页（选中黄金tab），且弹框提示“查看详细资料受限 /平台严格保护用户隐私，开通会员方可查看对方详情”，点击弹框按钮“好的”弹框消失（弹框是后续加的，视觉可直接用截图 1 弹框样式套用），目前是直接出阻断弹框		
	P0	1772812800000	新增	dylon	浏览/收藏/解锁记录	BUG	dylon	解锁我的：目前测试因无法匹配数据，故此处无法验证，此测试点备忘录下		
image.png	P0	1772812800000	新增	dylon	浏览/收藏/解锁记录	BUG	ham	我解锁的：1）24 小时内解锁我的展示逻辑搞反了，不在当前tab，而在“解锁的的tab”，且按钮没有“已过期”状态；2）我解锁tab的所有嘉宾，无论会员身份与否，都无阻断		
20260307-235703.547-1.jpg	P2	1772812800000	验收通过	ham		UI页面还原度	ham	预览资料页面		
		1772812800000				BUG		首页嘉宾列表		
		1772812800000				优化		微信号相关		
	P0	1772812800000	新增	dylon	微信号相关	优化	dylon	微信发起交换后，因账号无法匹配到聊天，故对方视角无法验证，该测试点备忘录		
		1772812800000				优化		发送照片		
image.png, image.png	P0	1772812800000	新增	dylon	发送照片	优化	ham, 刘瀚卿	照片未实现人脸验证		
		1772812800000				优化		发送表情		
image.png	P2	1772812800000	新增	dylon	1、对照视觉稿，缺少表情包
2、表情弹框弹起后，点击弹框以外区域无法收起隐藏	优化	ham	问题 2未解决，点击表情选框以外区域还是无法收起，必须再次点击表情菜单按钮才能收起		
	P2	1772812800000	新增	dylon	发送表情	优化	ham, dylon	表情包数量：目前表情和表情包数量以及表情主题有限，产品与开发需对齐上传方案		
image.png	P0	1772812800000	待发版验证	dylon	嘉宾资料详情页	BUG	ham	户籍项已去掉，辛苦在资料页去掉该资料项		
	P0	1772812800000	新增	dylon	嘉宾资料详情页	BUG	ham	会员身份：当对方有手机号且按钮显示“拨打电话”时，点击“拨打电话”，目前错误解锁并直接弹出了联系方式，正确应弹框提示“您是会员，可免费查看对方号码”；点击“立即解锁”弹框按钮，toast提示“成功解锁对方号码”，同时立即跳转至私信会话页且底部弹出“xx家长联系方式/xxxxxxxxxxx”；		
image.png	P0	1772812800000	待发版验证	dylon	嘉宾资料详情页	BUG	ham	当对方有无手机号时，“拨打电话”隐藏，收藏按钮居中展示才正确，错误如截图所示		
img_v3_02vg_67d0c67b-8dbb-4172-9086-10b20dedb72g.png	P0	1772640000000	新增	dylon	首页嘉宾列表	BUG	刘瀚卿, ham	首页嘉宾列表页：今日开通完季度黄金会员，回到首页点击联系对方时，弹框错误提示为了联系次数不足（手机号 13995550744）		
img_v3_02vg_56f996ba-c8dc-4f89-b21a-14fd50127a4g.png	P0	1772640000000	新增	dylon	私信会话页	BUG	ham	录制语音：单机按住说话栏应无反应才对，目前错误唤起了语音录制按钮		
img_v3_02vg_56f996ba-c8dc-4f89-b21a-14fd50127a4g.png	P2	1772640000000	新增	dylon	私信会话页	BUG	ham	录制语音：视觉还原度低，需优化		
img_v3_02vg_67c868d6-4a62-465f-9ff7-d9559f74699g.png	P0	1772640000000	待发版验证	dylon	私信会话页	BUG	ham	点击播放语音失败		
img_v3_02vg_920bba66-762d-4d5d-8560-b1345e6f6a9g.png	P0	1772640000000	待发版验证	dylon	私信会话页	BUG	ham	点击撤回语音失败		
image.png, image.png, image.png	P0	1772640000000	新增	dylon	嘉宾资料详情页	BUG	ham	照片交换无需对方同意，只要照片识别后符合平台要求，则点击“交换照片”按钮后，直接打开对方清晰照，同时将我方清晰照通过私信发送对方。目前截图错误处理成了需对方同意才可交换逻辑，私信错发了交换私信，嘉宾详情页错误显示申请中，正确详见截图红框prd	@ham消息列表中需要有具体的 UI 展示	
image.png	P0	1772640000000	新增	dylon	检查时发现这里文案错误，红框文案需改为“填入自己手机号（xxxxx）”	优化	ham	交换微信：这里缺少了己方手机号显示		
image.png	P2	1772640000000	新增	dylon	超级曝光：金刚区这里未考虑到单次购买超级曝光以及剩余时长情况，所以这里的点击判断条件需做优化，详见截图文档	优化	ham	超级曝光：持续加载中的动态图标，需要设计下，看下是出设计动效还是前端写		
image.png	P0	1772553600000	待验收	dylon	编辑资料	BUG	刘瀚卿, ham	编辑资料页：资料无法保存	@刘瀚卿 {"code":110507,"message":"The gender can only be modified once, and the modification limit has been used up","data":null} 
@Leo 性别没有办法修改，这个逻辑应该是合理的，你要是想验证可以让后台改一下数据	
image.png, image.png, image.png	P0	1772553600000	新增	dylon		BUG	刘瀚卿, ham	精准搜索：非会员账号，通过精准搜索点击“联系对方”却能解锁私信并发送消息（手机号 15356138328），正确应无法联系对方且阻断提醒。若此账号能解锁私信是因有未使用的 3 次解锁机会，则在此处依然错误，正确应跳转至尊会员页（精准搜索为至尊会员特定权限），详见截图prd		
image.png, image.png	P1	1772553600000	新增	dylon	嘉宾详情页，现居地要精确到区县，机器人也是如此，必填项	优化	ham	嘉宾详情页/嘉宾列表页： 2 个页面外显的“现居地”统一只要求精确到2 级即可：市 >区县，外显的“家乡”统一只要求精确到 2 级即可：省 >市，参考截图		
image.png, image.png, image.png	P1	1772553600000	验收通过	dylon	嘉宾详情页--举报：若任一方未联系过对方，正确应在详情页点击“举报”按钮时就 toast提示“您未联系过对方，无法举报！” ，目前错误在弹框出现后点击选项才弹框提示（这里也不应是弹框）	BUG	ham	收到举报后的弹框样式不对，以及举报次数上限弹框样式也不对，参考截图 3		
image.png	P2	1772467200000	验收通过	dylon		UI页面还原度	杨璐琳	绿色箭头：视觉稿按钮右侧，期望与原型图一样，有一个演示的手指指引		
image.png	P2	1772380800000	验收通过	dylon		UI页面还原度	杨璐琳	绿框倒计时--视觉优化：对照原型，数字加粗，单位“时分秒”字体缩小，以突出倒计时以及紧迫感		
image.png	P2	1772380800000	验收通过	dylon		UI页面还原度	杨璐琳	绿框+蓝框视觉展示：绿框是只有在小程序站内才会出现的情况，蓝框则是只有在站外打开链接出现的情况，因此蓝框和绿框的新设计分别放在 2 个页面展示，避免开发误会		
image.png	P2	1772121600000	新增	dylon		新需求	ham, 杨璐琳	嘉宾详情页：针对嘉宾详情页的“<”图标，在原基础上加个框和“返回”2字进行特殊处理，其他页面无需		
image.png	P2	1772121600000	新增	dylon		新需求	ham, 杨璐琳	首页嘉宾：首页每日固定推送的嘉宾，用户进入查看过嘉宾详情页，回到首页后，卡片右上角新增“今天看过”标签		
image.png	P2	1772121600000	验收通过	dylon		新需求	ham, 杨璐琳	搜索结果页：通过精准搜索搜索的嘉宾，在未查看过嘉宾详情页情况下，卡片右上角显示“未查看”标签，若查看过返回到结果页，则“未查看”标签消失		
image.png, image.png	P1	1772035200000	新增	dylon		新需求	刘瀚卿, ham, 杨璐琳	转发嘉宾：转发嘉宾链接至微信群，亲友浏览链接即视为助力成功，转发者立得1次免费解锁嘉宾机会，需求详见需求文档		
image.png	P2	1772035200000	新增	dylon		新需求	刘瀚卿, ham, 杨璐琳	嘉宾切换：首页嘉宾详情页，支持上一个/下一个嘉宾切换，详见prd		
	P0	1772035200000	新增	dylon		新需求	刘瀚卿, ham	浏览记录：同性记录过滤不显示，即登陆态时无论是我看了微信分享的同性嘉宾，还是同性嘉宾看了我，在浏览记录中一律过滤不展示		
image.png	P0	1772035200000	新增	dylon		新需求	刘瀚卿, ham	嘉宾详情页：同性点击“打招呼、收藏、拨打电话、交换照片、屏蔽、举报”，限制其操作，详见prd（截图红框内容）		
IMG_5573.JPEG	P2	1771689600000	验收通过	杨璐琳		UI页面还原度	ham	这个弹窗做成上拉弹窗，标注样式对照设计稿		
IMG_5576.JPEG	P2	1771689600000	验收通过	杨璐琳		UI页面还原度	ham	对照蓝湖设计稿标注		
IMG_5580.JPEG	P2	1771689600000	验收通过	杨璐琳		UI页面还原度	ham	至尊会员页面，UI问题标注对照蓝湖		
IMG_5570.JPEG	P2	1771516800000	验收通过	杨璐琳		UI页面还原度	ham	UI问题在截图中标注了		
	P0	1771344000000	验收通过	dylon	首页嘉宾列表	BUG	刘瀚卿	首页嘉宾列表：已开通至尊会员的账号（手机号13246789715），首页无嘉宾数据，并报错提示“加载失败”，未开通会员账号数据一切正常	@刘瀚卿 @ham这个问题要抓紧解决，不然会员身份账号的很多功能没法测试
检查一下接口是不是报错了
@刘瀚卿 检查下，我没有这个问题	
	P1	1770825600000	验收通过	dylon		BUG	ham	点击嘉宾卡片的 “联系对方” 按钮，跳转至私信页后，报错提示创建会话失败		
image.png	P0	1770825600000	验收通过	dylon	私信会话页	BUG	刘瀚卿, ham	使用免费解锁次数建立了私信会话，但进去后，底部菜单又被锁定了，且有不知名toast提示		
image.png, image.png	P0	1770825600000	验收通过	dylon	收藏记录：1、tab名“我收藏”改为“我收藏的”；2、嘉宾资料显示不全，需对照prd优化；3、收藏时间需补充后缀“我收藏的”；4、跳转至嘉宾详情页的热区点击，需同首页一样进行优化	BUG	ham	2、嘉宾资料显示不全，需对照prd优化；		@ham 二核：还是资料显示不全，可对照截图视觉稿修改
image.png, image.png, image.png	P0	1770825600000	验收通过	dylon	嘉宾资料详情页	BUG	ham	点击“交换照片”，这里弹框样式以及文案错误（此处交互判断逻辑较多，需对照prd、视觉稿实现		
image.png	P0	1770825600000	验收通过	dylon	嘉宾资料详情页	BUG	ham	屏蔽A嘉宾后，回到嘉宾列表页从AI嘉宾再次点其卡片进入详情页时，会有多余toast提示		
	P1	1770825600000	新增	dylon	会员阻断：
1、标题文案“开通会员解锁联系方式”错误，需根据黄金会员、至尊会员tab的切换而变化，对应标题为“开通黄金会员即可查看 / 开通至尊会员即可查看”  ；
2、弹幕交互不对，详见截图需求文档；
3、权益轮播图未更新，需对照视觉稿进行修改	BUG	ham	会员阻断弹窗：标题文案“开通会员解锁联系方式”错误，需根据黄金会员、至尊会员tab的切换而变化，对应标题为“开通黄金会员即可查看 / 开通至尊会员即可查看”  ；		
	P1	1770825600000	验收通过	dylon	会员阻断：
1、标题文案“开通会员解锁联系方式”错误，需根据黄金会员、至尊会员tab的切换而变化，对应标题为“开通黄金会员即可查看 / 开通至尊会员即可查看”  ；
2、弹幕交互不对，详见截图需求文档；
3、权益轮播图未更新，需对照视觉稿进行修改	BUG	ham	会员阻断弹框：弹幕交互不对，详见截图需求文档；		
	P1	1770825600000	验收通过	dylon	会员阻断：
1、标题文案“开通会员解锁联系方式”错误，需根据黄金会员、至尊会员tab的切换而变化，对应标题为“开通黄金会员即可查看 / 开通至尊会员即可查看”  ；
2、弹幕交互不对，详见截图需求文档；
3、权益轮播图未更新，需对照视觉稿进行修改	BUG	ham	会员阻断弹框：权益轮播图未更新，需对照视觉稿进行修改		
image.png	P0	1770825600000	验收通过	dylon	私信会话页	BUG	ham	私信会话页：交换微信后的编辑框，显示不全		
image.png	P0	1770739200000	验收通过	dylon	私信会话页	BUG	ham, 刘瀚卿	私信会话页：点击发送消息时，提示发送失败		
image.png	P1	1770739200000	验收通过	dylon		BUG	ham	浏览/收藏/解锁记录：对照视觉稿，需将tab放红框处		
image.png	P0	1770739200000	验收通过	dylon	嘉宾详情页--举报：若任一方未联系过对方，正确应在详情页点击“举报”按钮时就 toast提示“您未联系过对方，无法举报！” ，目前错误在弹框出现后点击选项才弹框提示（这里也不应是弹框）	BUG	ham	母问题解决了，但引发新问题：有过打招呼会话记录后（系统也算），正确是这时去举报是可以的，但此时错误提示了“您未联系过对方，无法举报！”，正确应可以举报且弹出弹框选项		
image.png	P0	1770739200000	验收通过	dylon	嘉宾资料详情页	BUG	ham, 刘瀚卿	点击“交换照片”，提示请求失败		
	P0	1770652800000	验收通过	刘瀚卿		BUG	ham	所有的小图标 icon 都是方块		
	P0	1770652800000	验收通过	刘瀚卿		BUG	ham	精准搜索的结果列表，现居地不是映射后的地址名，而是代码		
mac_1770715868050.png	P0	1770652800000	验收通过	刘瀚卿		BUG	刘瀚卿	消息列表中，外面会显示乱码	{"code":0,"message":"success","data":{"list":[{"conversation_id":69,"target_child_id":5040,"target_child":{"child_id":5040,"family_name":"薛","identity":"本人","avatar":"https://image.yilusx.com/child_photo/fk_ow/9232efc9f84e9ffb31d431d5f112ad75.jpg","child_basic":{"gender":2,"gender_label":"女孩","birth_year":2002,"age":24}},"last_message":{"content":"您好呀，我家女儿孝顺，对公婆会像\ufffd\ufffd","created_at":1770788865,"created_label":"05:47"},"unread_count":1,"is_unlocked":false,"is_locked":false,"source":0,"source_label":""},{"conversation_id":63,"target_child_id":4968,"target_child":{"child_id":4968,"family_name":"白","identity":"本人","avatar":"https://image.yilusx.com/child_photo/fk_ow/88934ee91442338cfd692c88cb5432b5.jpg","child_basic":{"gender":2,"gender_label":"女孩","birth_year":2002,"age":24}},"last_message":{"content":"做父母的都希望女儿婚后不受气，我\ufffd\ufffd","created_at":1770742185,"created_label":"02月10日 16:49"},"unread_count":1,"is_unlocked":false,"is_locked":false,"source":0,"source_label":""},{"conversation_id":61,"target_child_id":4756,"target_child":{"child_id":4756,"family_name":"邓","identity":"本人","avatar":"https://image.yilusx.com/child_photo/fk_ow/71a8901215e2e6d6fb2c5fafb5646fb3.jpg","child_basic":{"gender":2,"gender_label":"女孩","birth_year":2000,"age":26}},"last_message":{"content":"您好呀，我家女儿想找个同乡或本地\ufffd\ufffd","created_at":1770740091,"created_label":"02月10日 16:14"},"unread_count":1,"is_unlocked":false,"is_locked":false,"source":0,"source_label":""},{"conversation_id":59,"target_child_id":4942,"target_child":{"child_id":4942,"family_name":"郝","identity":"本人","avatar":"https://image.yilusx.com/child_photo/fk_ow/85ced65cb811cdfd2fc4512f3fa20495.jpg","child_basic":{"gender":2,"gender_label":"女孩","birth_year":2002,"age":24}},"last_message":{"content":"您好！替女儿找对象，我们看重的是\ufffd\ufffd","created_at":1770737008,"created_label":"02月10日 15:23"},"unread_count":1,"is_unlocked":false,"is_locked":false,"source":0,"source_label":""},{"conversation_id":58,"target_child_id":4912,"target_child":{"child_id":4912,"family_name":"梁","identity":"本人","avatar":"https://image.yilusx.com/child_photo/fk_ow/824daa889bafcaeb314b9cea730a5650.jpg","child_basic":{"gender":2,"gender_label":"女孩","birth_year":2002,"age":24}},"last_message":{"content":"您好！替女儿沟通，我们不搞花里胡\ufffd\ufffd","created_at":1770734434,"created_label":"02月10日 14:40"},"unread_count":1,"is_unlocked":false,"is_locked":false,"source":0,"source_label":""},{"conversation_id":55,"target_child_id":4898,"target_child":{"child_id":4898,"family_name":"黎","identity":"本人","avatar":"https://image.yilusx.com/child_photo/fk_ow/7fae11cb10ab2806dec5908b2ae626ce.jpg","child_basic":{"gender":2,"gender_label":"女孩","birth_year":2001,"age":25}},"last_message":{"content":"替女儿找对象不看外表看内在，我家\ufffd\ufffd","created_at":1770732296,"created_label":"02月10日 14:04"},"unread_count":0,"is_unlocked":false,"is_locked":false,"source":0,"source_label":""},{"conversation_id":9,"target_child_id":208,"target_child":{"child_id":208,"family_name":"刘","identity":"母亲","avatar":"https://thirdwx.qlogo.cn/mmopen/vi_32/POgEwh4mIHO4nibH0KlMECNjjGxQUq24ZEaGT4poC6icRiccVGKSyXwibcPq4BWmiaIGuG1icwxaQX6grC9VemZoJ8rg/132","child_basic":{"gender":1,"gender_label":"男孩","birth_year":1999,"age":27}},"last_message":{"content":"[语音]","created_at":1770556958,"created_label":"02月08日 13:22"},"unread_count":0,"is_unlocked":true,"is_locked":false,"source":0,"source_label":""}],"total":7,"page":0,"size":100,"has_more":false,"total_unread":5}}	
image.png	P0	1770652800000	验收通过	dylon		BUG	ham	嘉宾详情页：机器人家长或本人姓氏，缺少后缀（本人或家长	@ham这里后缀取的字段是亲属关系，详见截图prd	
	P0	1770652800000	验收通过	刘瀚卿		BUG	ham	聊天页面的资料卡片信息展示		
	P0	1770652800000	验收通过	刘瀚卿		BUG	ham	编辑资料中显示的是地区代码，而不是地区的汉字	@ham 预览资料和编辑资料里面显示的地区还是代码	
image.png	P0	1770566400000	验收通过	dylon		BUG	刘瀚卿, ham	点击嘉宾卡片的 “联系对方” 按钮，跳转至私信页后，顶部提示连接失败		
image.png	P0	1770566400000	验收通过	dylon		BUG	刘瀚卿	嘉宾详情页：机器人家长的姓氏，从 前 100 名姓氏里随机选择，详见截图		
image.png	P0	1770566400000	验收通过	dylon		BUG	ham	嘉宾详情页：机器人账号为孩子本人时，需有“本人”后缀，详见需求文档		
image.png	P1	1770566400000	验收通过	dylon		BUG	ham	嘉宾详情页--举报：若任一方未联系过对方，正确应在详情页点击“举报”按钮时就 toast提示“您未联系过对方，无法举报！” ，目前错误在弹框出现后点击选项才弹框提示（这里也不应是弹框）		
image.png	P1	1770566400000	验收通过	dylon		BUG	ham	屏蔽嘉宾后，进入该嘉宾详情页，正确应同上问题显示一致，而不是直接白屏且提示加载失败		
image.png, image.png	P1	1770566400000	验收通过	dylon		BUG	ham	嘉宾详情页，底部“未收藏、已收藏”按钮状态未做区分，需对照视觉稿修改	这个地方有点不符合预期	@ham 三核：已收藏按钮UI不对，对照截图视觉稿修改
@ham 二核：未修复
@ham 交互没问题，但按钮视觉的高亮、置灰状态未实现
image.png, image.png	P2	1770566400000	验收通过	dylon	私信会话页	BUG	ham	1、虽然能正常录制语音，但录制交互理解成本高，需对照视觉稿进行优化
2、录制后的语音，点击播放提示“播放失败”		@ham 交互有改进，但对比视觉稿，差异太大，可对照视觉稿/完美亲家APP进行修改
@ham 交互有很大改进，但对比视觉稿，体验一般，可对照视觉稿/完美亲家APP进行修改（这里如果很花时间，可以先放最后）
image.png	P0	1770566400000	验收通过	dylon		BUG	ham	浏览记录：我看过的tab页顶部，缺少 “近 14 天浏览记录（xx人）” 的提示		@ham 提示只有“我看过的tab”有，“看过我tab”不应该有
	P0	1770566400000	验收通过	dylon		BUG	刘瀚卿, ham	首页嘉宾列表：机器人家长或本人头像与孩子照片不能用同一张，目前错误使用了同一张	@刘瀚卿@ham  嘉宾详情页的家长头像和孩子照片用同一张图是对的，但首页嘉宾卡片不对（其他地方展示嘉宾卡片的有同样问题）

现在两个都有展示，前端接入一下 @ham	@刘瀚卿@ham 复核后，问题未解决
		1770480000000								
image.png	P0	1770480000000	验收通过	dylon		BUG	ham	在首页、消息页，点击“看过我/收藏我/解锁我”入口，会出会员阻断弹框提示，正确是不出可正常进入该页，目前我tab主页点击进去符合预期		
image.png	P1	1770480000000	验收通过	dylon		BUG	ham	1、标题区域应直接放 2 个tab，无需多余显示标题
2、首页、消息页进入解锁/收藏/浏览记录页，默认选中“看过我/收藏我/解锁我tab”；若从我的首页进入，则默认选中“我看过/我收藏的/我解锁的tab”		
image.png, image.png	P0	1770480000000	验收通过	dylon		BUG	ham, 刘瀚卿	非会员身份，点击首页推荐嘉宾卡片的“联系对方” 按钮，不应该享有会员权益，应根据需求进行相应的阻断	现在依赖后端的 canContact字段，当联系对方之后，这个字段的值不会发生变化还是true。解锁了好几次unlock接口的人， remaining quota的值一直是2	@刘瀚卿@ham 此处复核未实现prd需求
@Leo具体哪一条？@刘瀚卿详见下条子问题
